"rho","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.13826,2.3657e-07,-3.0725e-08,0,1,72,1,72,0
0.13826,2.3982e-07,-3.0727e-08,0,1,73,1,73,0
0.13825,2.4307e-07,-3.0721e-08,0,1,74,1,74,0
0.13825,2.4631e-07,-3.0723e-08,0,1,75,1,75,0
0.13825,2.4956e-07,-3.0717e-08,0,1,76,1,76,0
0.13825,2.528e-07,-3.0719e-08,0,1,77,1,77,0
0.13825,2.5604e-07,-3.0713e-08,0,1,78,1,78,0
0.13825,2.5927e-07,-3.0716e-08,0,1,79,1,79,0
0.13825,2.6251e-07,-3.0709e-08,0,1,80,1,80,0
0.13825,2.6574e-07,-3.0712e-08,0,1,81,1,81,0
0.13825,2.6897e-07,-3.0705e-08,0,1,82,1,82,0
0.13825,2.722e-07,-3.0708e-08,0,1,83,1,83,0
0.13825,2.7542e-07,-3.0702e-08,0,1,84,1,84,0
0.13825,2.7865e-07,-3.0705e-08,0,1,85,1,85,0
0.13825,2.8187e-07,-3.0698e-08,0,1,86,1,86,0
0.13825,2.8509e-07,-3.0701e-08,0,1,87,1,87,0
0.13825,2.8831e-07,-3.0694e-08,0,1,88,1,88,0
0.13825,2.9152e-07,-3.0697e-08,0,1,89,1,89,0
0.13825,2.9473e-07,-3.069e-08,0,1,90,1,90,0
0.13825,2.9794e-07,-3.0694e-08,0,1,91,1,91,0
0.13825,3.0115e-07,-3.0686e-08,0,1,92,1,92,0
0.13825,3.0435e-07,-3.069e-08,0,1,93,1,93,0
0.13825,3.0756e-07,-3.0683e-08,0,1,94,1,94,0
0.13825,3.1076e-07,-3.0686e-08,0,1,95,1,95,0
0.13825,3.1395e-07,-3.0679e-08,0,1,96,1,96,0
0.13825,3.1715e-07,-3.0683e-08,0,1,97,1,97,0
0.13825,3.2034e-07,-3.0675e-08,0,1,98,1,98,0
0.13825,3.2353e-07,-3.0679e-08,0,1,99,1,99,0
0.13825,3.2672e-07,-3.0671e-08,0,1,100,1,100,0
0.13825,3.299e-07,-3.0675e-08,0,1,101,1,101,0
0.13825,3.3309e-07,-3.0668e-08,0,1,102,1,102,0
0.13825,3.3627e-07,-3.0672e-08,0,1,103,1,103,0
0.13825,3.3944e-07,-3.0664e-08,0,1,104,1,104,0
0.13825,3.4262e-07,-3.0668e-08,0,1,105,1,105,0
0.13825,3.4579e-07,-3.066e-08,0,1,106,1,106,0
0.13825,3.4895e-07,-3.0664e-08,0,1,107,1,107,0
0.13825,3.5212e-07,-3.0656e-08,0,1,108,1,108,0
0.13825,3.5528e-07,-3.0661e-08,0,1,109,1,109,0
0.13825,3.5844e-07,-3.0653e-08,0,1,110,1,110,0
0.13825,3.616e-07,-3.0657e-08,0,1,111,1,111,0
0.13825,3.6475e-07,-3.0649e-08,0,1,112,1,112,0
0.13825,3.679e-07,-3.0654e-08,0,1,113,1,113,0
0.13825,3.7105e-07,-3.0645e-08,0,1,114,1,114,0
0.13825,3.742e-07,-3.065e-08,0,1,115,1,115,0
0.13825,3.7734e-07,-3.0641e-08,0,1,116,1,116,0
0.13825,3.8048e-07,-3.0646e-08,0,1,117,1,117,0
0.13825,3.8361e-07,-3.0638e-08,0,1,118,1,118,0
0.13825,3.8675e-07,-3.0643e-08,0,1,119,1,119,0
0.13825,3.8988e-07,-3.0634e-08,0,1,120,1,120,0
0.13825,3.93e-07,-3.0639e-08,0,1,121,1,121,0
0.13825,3.9612e-07,-3.063e-08,0,1,122,1,122,0
0.13825,3.9924e-07,-3.0636e-08,0,1,123,1,123,0
0.13825,4.0236e-07,-3.0627e-08,0,1,124,1,124,0
0.13825,4.0547e-07,-3.0632e-08,0,1,125,1,125,0
0.13825,4.0858e-07,-3.0623e-08,0,1,126,1,126,0
0.13825,4.1169e-07,-3.0628e-08,0,1,127,1,127,0
0.13825,4.148e-07,-3.0619e-08,0,1,128,1,128,0
0.13825,4.179e-07,-3.0625e-08,0,1,129,1,129,0
0.13825,4.2099e-07,-3.0616e-08,0,1,130,1,130,0
0.13825,4.2409e-07,-3.0621e-08,0,1,131,1,131,0
0.13825,4.2718e-07,-3.0612e-08,0,1,132,1,132,0
0.13825,4.3026e-07,-3.0618e-08,0,1,133,1,133,0
0.13825,4.3335e-07,-3.0608e-08,0,1,134,1,134,0
0.13825,4.3643e-07,-3.0614e-08,0,1,135,1,135,0
0.13825,4.395e-07,-3.0605e-08,0,1,136,1,136,0
0.13825,4.4257e-07,-3.0611e-08,0,1,137,1,137,0
0.13825,4.4564e-07,-3.0601e-08,0,1,138,1,138,0
0.13825,4.4871e-07,-3.0607e-08,0,1,139,1,139,0
0.13825,4.5177e-07,-3.0597e-08,0,1,140,1,140,0
0.13824,4.5483e-07,-3.0604e-08,0,1,141,1,141,0
0.13824,4.5788e-07,-3.0594e-08,0,1,142,1,142,0
0.13824,4.6093e-07,-3.06e-08,0,1,143,1,143,0
0.13824,4.6398e-07,-3.059e-08,0,1,144,1,144,0
0.13824,4.6702e-07,-3.0597e-08,0,1,145,1,145,0
0.13824,4.7006e-07,-3.0587e-08,0,1,146,1,146,0
0.13824,4.731e-07,-3.0593e-08,0,1,147,1,147,0
0.13824,4.7613e-07,-3.0583e-08,0,1,148,1,148,0
0.13824,4.7916e-07,-3.059e-08,0,1,149,1,149,0
0.13824,4.8218e-07,-3.0579e-08,0,1,150,1,150,0
0.13824,4.852e-07,-3.0586e-08,0,1,151,1,151,0
0.13824,4.8822e-07,-3.0576e-08,0,1,152,1,152,0
0.13824,4.9123e-07,-3.0583e-08,0,1,153,1,153,0
0.13824,4.9424e-07,-3.0572e-08,0,1,154,1,154,0
0.13824,4.9724e-07,-3.0579e-08,0,1,155,1,155,0
0.13824,5.0024e-07,-3.0569e-08,0,1,156,1,156,0
0.13824,5.0324e-07,-3.0576e-08,0,1,157,1,157,0
0.13824,5.0623e-07,-3.0565e-08,0,1,158,1,158,0
0.13824,5.0922e-07,-3.0572e-08,0,1,159,1,159,0
0.13824,5.122e-07,-3.0561e-08,0,1,160,1,160,0
0.13824,5.1518e-07,-3.0569e-08,0,1,161,1,161,0
0.13824,5.1816e-07,-3.0558e-08,0,1,162,1,162,0
0.13824,5.2113e-07,-3.0565e-08,0,1,163,1,163,0
0.13824,5.241e-07,-3.0554e-08,0,1,164,1,164,0
0.13824,5.2706e-07,-3.0562e-08,0,1,165,1,165,0
0.13824,5.3002e-07,-3.0551e-08,0,1,166,1,166,0
0.13824,5.3298e-07,-3.0559e-08,0,1,167,1,167,0
0.13824,5.3593e-07,-3.0547e-08,0,1,168,1,168,0
0.13824,5.3887e-07,-3.0555e-08,0,1,169,1,169,0
0.13824,5.4181e-07,-3.0544e-08,0,1,170,1,170,0
0.13824,5.4475e-07,-3.0552e-08,0,1,171,1,171,0
0.13824,5.4768e-07,-3.054e-08,0,1,172,1,172,0
0.13824,5.5061e-07,-3.0548e-08,0,1,173,1,173,0
0.13824,5.5354e-07,-3.0537e-08,0,1,174,1,174,0
0.13824,5.5646e-07,-3.0545e-08,0,1,175,1,175,0
0.13824,5.5937e-07,-3.0533e-08,0,1,176,1,176,0
0.13824,5.6228e-07,-3.0542e-08,0,1,177,1,177,0
0.13824,5.6519e-07,-3.053e-08,0,1,178,1,178,0
0.13824,5.6809e-07,-3.0538e-08,0,1,179,1,179,0
0.13824,5.7098e-07,-3.0526e-08,0,1,180,1,180,0
0.13824,5.7388e-07,-3.0535e-08,0,1,181,1,181,0
0.13824,5.7676e-07,-3.0523e-08,0,1,182,1,182,0
0.13824,5.7965e-07,-3.0532e-08,0,1,183,1,183,0
0.13824,5.8253e-07,-3.052e-08,0,1,184,1,184,0
0.13824,5.854e-07,-3.0528e-08,0,1,185,1,185,0
0.13824,5.8827e-07,-3.0516e-08,0,1,186,1,186,0
0.13824,5.9113e-07,-3.0525e-08,0,1,187,1,187,0
0.13824,5.9399e-07,-3.0513e-08,0,1,188,1,188,0
0.13824,5.9685e-07,-3.0522e-08,0,1,189,1,189,0
0.13824,5.997e-07,-3.0509e-08,0,1,190,1,190,0
0.13824,6.0254e-07,-3.0518e-08,0,1,191,1,191,0
0.13824,6.0538e-07,-3.0506e-08,0,1,192,1,192,0
0.13824,6.0822e-07,-3.0515e-08,0,1,193,1,193,0
0.13824,6.1105e-07,-3.0503e-08,0,1,194,1,194,0
0.13824,6.1387e-07,-3.0512e-08,0,1,195,1,195,0
0.13824,6.1669e-07,-3.0499e-08,0,1,196,1,196,0
0.13824,6.1951e-07,-3.0508e-08,0,1,197,1,197,0
0.13824,6.2232e-07,-3.0496e-08,0,1,198,1,198,0
0.13824,6.2512e-07,-3.0505e-08,0,1,199,1,199,0
0.13824,6.2792e-07,-3.0492e-08,0,1,200,1,200,0
0.13824,6.3072e-07,-3.0502e-08,0,1,201,1,201,0
0.13824,6.3351e-07,-3.0489e-08,0,1,202,1,202,0
0.13824,6.363e-07,-3.0499e-08,0,1,203,1,203,0
0.13824,6.3908e-07,-3.0486e-08,0,1,204,1,204,0
0.13824,6.4185e-07,-3.0495e-08,0,1,205,1,205,0
0.13824,6.4462e-07,-3.0482e-08,0,1,206,1,206,0
0.13823,6.4739e-07,-3.0492e-08,0,1,207,1,207,0
0.13823,6.5014e-07,-3.0479e-08,0,1,208,1,208,0
0.13823,6.529e-07,-3.0489e-08,0,1,209,1,209,0
0.13823,6.5565e-07,-3.0476e-08,0,1,210,1,210,0
0.13823,6.5839e-07,-3.0486e-08,0,1,211,1,211,0
0.13823,6.6113e-07,-3.0472e-08,0,1,212,1,212,0
0.13823,6.6386e-07,-3.0483e-08,0,1,213,1,213,0
0.13823,6.6659e-07,-3.0469e-08,0,1,214,1,214,0
0.13823,6.6931e-07,-3.0479e-08,0,1,215,1,215,0
0.13823,6.7203e-07,-3.0466e-08,0,1,216,1,216,0
0.13823,6.7474e-07,-3.0476e-08,0,1,217,1,217,0
0.13823,6.7745e-07,-3.0463e-08,0,1,218,1,218,0
0.13823,6.8015e-07,-3.0473e-08,0,1,219,1,219,0
0.13823,6.8284e-07,-3.0459e-08,0,1,220,1,220,0
0.13823,6.8553e-07,-3.047e-08,0,1,221,1,221,0
0.13823,6.8822e-07,-3.0456e-08,0,1,222,1,222,0
0.13823,6.909e-07,-3.0467e-08,0,1,223,1,223,0
0.13823,6.9357e-07,-3.0453e-08,0,1,224,1,224,0
0.13823,6.9624e-07,-3.0464e-08,0,1,225,1,225,0
0.13823,6.989e-07,-3.045e-08,0,1,226,1,226,0
0.13823,7.0155e-07,-3.0461e-08,0,1,227,1,227,0
0.13823,7.0421e-07,-3.0447e-08,0,1,228,1,228,0
0.13823,7.0685e-07,-3.0457e-08,0,1,229,1,229,0
0.13823,7.0949e-07,-3.0443e-08,0,1,230,1,230,0
0.13823,7.1212e-07,-3.0454e-08,0,1,231,1,231,0
0.13823,7.1475e-07,-3.044e-08,0,1,232,1,232,0
0.13823,7.1737e-07,-3.0451e-08,0,1,233,1,233,0
0.13823,7.1999e-07,-3.0437e-08,0,1,234,1,234,0
0.13823,7.226e-07,-3.0448e-08,0,1,235,1,235,0
0.13823,7.2521e-07,-3.0434e-08,0,1,236,1,236,0
0.13823,7.278e-07,-3.0445e-08,0,1,237,1,237,0
0.13823,7.304e-07,-3.0431e-08,0,1,238,1,238,0
0.13823,7.3299e-07,-3.0442e-08,0,1,239,1,239,0
0.13823,7.3557e-07,-3.0428e-08,0,1,240,1,240,0
0.13823,7.3814e-07,-3.0439e-08,0,1,241,1,241,0
0.13823,7.4071e-07,-3.0425e-08,0,1,242,1,242,0
0.13823,7.4328e-07,-3.0436e-08,0,1,243,1,243,0
0.13823,7.4583e-07,-3.0421e-08,0,1,244,1,244,0
0.13823,7.4838e-07,-3.0433e-08,0,1,245,1,245,0
0.13823,7.5093e-07,-3.0418e-08,0,1,246,1,246,0
0.13823,7.5347e-07,-3.043e-08,0,1,247,1,247,0
0.13823,7.56e-07,-3.0415e-08,0,1,248,1,248,0
0.13823,7.5853e-07,-3.0427e-08,0,1,249,1,249,0
0.13823,7.6105e-07,-3.0412e-08,0,1,250,1,250,0
0.13823,7.6357e-07,-3.0424e-08,0,1,251,1,251,0
0.13823,7.6608e-07,-3.0409e-08,0,1,252,1,252,0
0.13823,7.6858e-07,-3.0421e-08,0,1,253,1,253,0
0.13823,7.7108e-07,-3.0406e-08,0,1,254,1,254,0
0.13823,7.7357e-07,-3.0418e-08,0,1,255,1,255,0
0.13823,7.7605e-07,-3.0403e-08,0,1,256,1,256,0
0.13823,7.7853e-07,-3.0415e-08,0,1,257,1,257,0
0.13823,7.81e-07,-3.04e-08,0,1,258,1,258,0
0.13823,7.8347e-07,-3.0412e-08,0,1,259,1,259,0
0.13823,7.8593e-07,-3.0397e-08,0,1,260,1,260,0
0.13823,7.8838e-07,-3.041e-08,0,1,261,1,261,0
0.13823,7.9083e-07,-3.0394e-08,0,1,262,1,262,0
0.13823,7.9327e-07,-3.0407e-08,0,1,263,1,263,0
0.13823,7.957e-07,-3.0391e-08,0,1,264,1,264,0
0.13823,7.9813e-07,-3.0404e-08,0,1,265,1,265,0
0.13823,8.0055e-07,-3.0388e-08,0,1,266,1,266,0
0.13823,8.0297e-07,-3.0401e-08,0,1,267,1,267,0
0.13823,8.0538e-07,-3.0385e-08,0,1,268,1,268,0
0.13823,8.0778e-07,-3.0398e-08,0,1,269,1,269,0
0.13823,8.1018e-07,-3.0382e-08,0,1,270,1,270,0
0.13823,8.1257e-07,-3.0395e-08,0,1,271,1,271,0
0.13823,8.1495e-07,-3.0379e-08,0,1,272,1,272,0
0.13823,8.1733e-07,-3.0392e-08,0,1,273,1,273,0
0.13822,8.1969e-07,-3.0377e-08,0,1,274,1,274,0
0.13822,8.2206e-07,-3.039e-08,0,1,275,1,275,0
0.13822,8.2441e-07,-3.0374e-08,0,1,276,1,276,0
0.13822,8.2676e-07,-3.0387e-08,0,1,277,1,277,0
0.13822,8.2911e-07,-3.0371e-08,0,1,278,1,278,0
0.13822,8.3145e-07,-3.0384e-08,0,1,279,1,279,0
0.13822,8.3378e-07,-3.0368e-08,0,1,280,1,280,0
0.13822,8.361e-07,-3.0381e-08,0,1,281,1,281,0
0.13822,8.3842e-07,-3.0365e-08,0,1,282,1,282,0
0.13822,8.4073e-07,-3.0379e-08,0,1,283,1,283,0
0.13822,8.4303e-07,-3.0362e-08,0,1,284,1,284,0
0.13822,8.4533e-07,-3.0376e-08,0,1,285,1,285,0
0.13822,8.4762e-07,-3.0359e-08,0,1,286,1,286,0
0.13822,8.499e-07,-3.0373e-08,0,1,287,1,287,0
0.13822,8.5218e-07,-3.0357e-08,0,1,288,1,288,0
0.13822,8.5445e-07,-3.037e-08,0,1,289,1,289,0
0.13822,8.5671e-07,-3.0354e-08,0,1,290,1,290,0
0.13822,8.5896e-07,-3.0368e-08,0,1,291,1,291,0
0.13822,8.6121e-07,-3.0351e-08,0,1,292,1,292,0
0.13822,8.6346e-07,-3.0365e-08,0,1,293,1,293,0
0.13822,8.6569e-07,-3.0348e-08,0,1,294,1,294,0
0.13822,8.6792e-07,-3.0362e-08,0,1,295,1,295,0
0.13822,8.7014e-07,-3.0346e-08,0,1,296,1,296,0
0.13822,8.7236e-07,-3.036e-08,0,1,297,1,297,0
0.13822,8.7456e-07,-3.0343e-08,0,1,298,1,298,0
0.13822,8.7676e-07,-3.0357e-08,0,1,299,1,299,0
0.13822,8.7896e-07,-3.034e-08,0,1,300,1,300,0
0.13822,8.8114e-07,-3.0354e-08,0,1,301,1,301,0
0.13822,8.8332e-07,-3.0337e-08,0,1,302,1,302,0
0.13822,8.855e-07,-3.0352e-08,0,1,303,1,303,0
0.13822,8.8766e-07,-3.0335e-08,0,1,304,1,304,0
0.13822,8.8982e-07,-3.0349e-08,0,1,305,1,305,0
0.13822,8.9197e-07,-3.0332e-08,0,1,306,1,306,0
0.13822,8.9412e-07,-3.0347e-08,0,1,307,1,307,0
0.13822,8.9625e-07,-3.033e-08,0,1,308,1,308,0
0.13822,8.9838e-07,-3.0344e-08,0,1,309,1,309,0
0.13822,9.005e-07,-3.0327e-08,0,1,310,1,310,0
0.13822,9.0262e-07,-3.0342e-08,0,1,311,1,311,0
0.13822,9.0473e-07,-3.0324e-08,0,1,312,1,312,0
0.13822,9.0683e-07,-3.0339e-08,0,1,313,1,313,0
0.13822,9.0892e-07,-3.0322e-08,0,1,314,1,314,0
0.13822,9.1101e-07,-3.0337e-08,0,1,315,1,315,0
0.13822,9.1309e-07,-3.0319e-08,0,1,316,1,316,0
0.13822,9.1516e-07,-3.0334e-08,0,1,317,1,317,0
0.13822,9.1723e-07,-3.0317e-08,0,1,318,1,318,0
0.13822,9.1929e-07,-3.0332e-08,0,1,319,1,319,0
0.13822,9.2134e-07,-3.0314e-08,0,1,320,1,320,0
0.13822,9.2338e-07,-3.0329e-08,0,1,321,1,321,0
0.13822,9.2541e-07,-3.0311e-08,0,1,322,1,322,0
0.13822,9.2744e-07,-3.0327e-08,0,1,323,1,323,0
0.13822,9.2946e-07,-3.0309e-08,0,1,324,1,324,0
0.13822,9.3148e-07,-3.0324e-08,0,1,325,1,325,0
0.13822,9.3348e-07,-3.0306e-08,0,1,326,1,326,0
0.13822,9.3548e-07,-3.0322e-08,0,1,327,1,327,0
0.13822,9.3747e-07,-3.0304e-08,0,1,328,1,328,0
0.13822,9.3946e-07,-3.0319e-08,0,1,329,1,329,0
0.13822,9.4143e-07,-3.0301e-08,0,1,330,1,330,0
0.13822,9.434e-07,-3.0317e-08,0,1,331,1,331,0
0.13822,9.4536e-07,-3.0299e-08,0,1,332,1,332,0
0.13822,9.4732e-07,-3.0315e-08,0,1,333,1,333,0
0.13822,9.4926e-07,-3.0297e-08,0,1,334,1,334,0
0.13822,9.512e-07,-3.0312e-08,0,1,335,1,335,0
0.13822,9.5313e-07,-3.0294e-08,0,1,336,1,336,0
0.13822,9.5506e-07,-3.031e-08,0,1,337,1,337,0
0.13822,9.5697e-07,-3.0292e-08,0,1,338,1,338,0
0.13822,9.5888e-07,-3.0308e-08,0,1,339,1,339,0
0.13822,9.6078e-07,-3.0289e-08,0,1,340,1,340,0
0.13821,9.6268e-07,-3.0305e-08,0,1,341,1,341,0
0.13821,9.6456e-07,-3.0287e-08,0,1,342,1,342,0
0.13821,9.6644e-07,-3.0303e-08,0,1,343,1,343,0
0.13821,9.6831e-07,-3.0285e-08,0,1,344,1,344,0
0.13821,9.7017e-07,-3.0301e-08,0,1,345,1,345,0
0.13821,9.7203e-07,-3.0282e-08,0,1,346,1,346,0
0.13821,9.7388e-07,-3.0298e-08,0,1,347,1,347,0
0.13821,9.7572e-07,-3.028e-08,0,1,348,1,348,0
0.13821,9.7755e-07,-3.0296e-08,0,1,349,1,349,0
0.13821,9.7937e-07,-3.0278e-08,0,1,350,1,350,0
0.13821,9.8119e-07,-3.0294e-08,0,1,351,1,351,0
0.13821,9.83e-07,-3.0275e-08,0,1,352,1,352,0
0.13821,9.848e-07,-3.0292e-08,0,1,353,1,353,0
0.13821,9.8659e-07,-3.0273e-08,0,1,354,1,354,0
0.13821,9.8838e-07,-3.029e-08,0,1,355,1,355,0
0.13821,9.9015e-07,-3.0271e-08,0,1,356,1,356,0
0.13821,9.9192e-07,-3.0287e-08,0,1,357,1,357,0
0.13821,9.9369e-07,-3.0269e-08,0,1,358,1,358,0
0.13821,9.9544e-07,-3.0285e-08,0,1,359,1,359,0
0.13821,9.9719e-07,-3.0266e-08,0,1,360,1,360,0
0.13821,9.9892e-07,-3.0283e-08,0,1,361,1,361,0
0.13821,1.0007e-06,-3.0264e-08,0,1,362,1,362,0
0.13821,1.0024e-06,-3.0281e-08,0,1,363,1,363,0
0.13821,1.0041e-06,-3.0262e-08,0,1,364,1,364,0
0.13821,1.0058e-06,-3.0279e-08,0,1,365,1,365,0
0.13821,1.0075e-06,-3.026e-08,0,1,366,1,366,0
0.13821,1.0092e-06,-3.0277e-08,0,1,367,1,367,0
0.13821,1.0109e-06,-3.0258e-08,0,1,368,1,368,0
0.13821,1.0125e-06,-3.0275e-08,0,1,369,1,369,0
0.13821,1.0142e-06,-3.0256e-08,0,1,370,1,370,0
0.13821,1.0159e-06,-3.0273e-08,0,1,371,1,371,0
0.13821,1.0175e-06,-3.0254e-08,0,1,372,1,372,0
0.13821,1.0192e-06,-3.0271e-08,0,1,373,1,373,0
0.13821,1.0208e-06,-3.0251e-08,0,1,374,1,374,0
0.13821,1.0224e-06,-3.0269e-08,0,1,375,1,375,0
0.13821,1.024e-06,-3.0249e-08,0,1,376,1,376,0
0.13821,1.0257e-06,-3.0267e-08,0,1,377,1,377,0
0.13821,1.0273e-06,-3.0247e-08,0,1,378,1,378,0
0.13821,1.0288e-06,-3.0265e-08,0,1,379,1,379,0
0.13821,1.0304e-06,-3.0245e-08,0,1,380,1,380,0
0.13821,1.032e-06,-3.0263e-08,0,1,381,1,381,0
0.13821,1.0336e-06,-3.0243e-08,0,1,382,1,382,0
0.13821,1.0351e-06,-3.0261e-08,0,1,383,1,383,0
0.13821,1.0367e-06,-3.0241e-08,0,1,384,1,384,0
0.13821,1.0382e-06,-3.0259e-08,0,1,385,1,385,0
0.13821,1.0398e-06,-3.0239e-08,0,1,386,1,386,0
0.13821,1.0413e-06,-3.0257e-08,0,1,387,1,387,0
0.13821,1.0428e-06,-3.0237e-08,0,1,388,1,388,0
0.13821,1.0443e-06,-3.0255e-08,0,1,389,1,389,0
0.13821,1.0458e-06,-3.0235e-08,0,1,390,1,390,0
0.13821,1.0473e-06,-3.0253e-08,0,1,391,1,391,0
0.13821,1.0488e-06,-3.0233e-08,0,1,392,1,392,0
0.13821,1.0503e-06,-3.0251e-08,0,1,393,1,393,0
0.13821,1.0518e-06,-3.0232e-08,0,1,394,1,394,0
0.13821,1.0532e-06,-3.0249e-08,0,1,395,1,395,0
0.13821,1.0547e-06,-3.023e-08,0,1,396,1,396,0
0.13821,1.0561e-06,-3.0248e-08,0,1,397,1,397,0
0.13821,1.0576e-06,-3.0228e-08,0,1,398,1,398,0
0.13821,1.059e-06,-3.0246e-08,0,1,399,1,399,0
0.13821,1.0604e-06,-3.0226e-08,0,1,400,1,400,0
0.13821,1.0618e-06,-3.0244e-08,0,1,401,1,401,0
0.13821,1.0632e-06,-3.0224e-08,0,1,402,1,402,0
0.13821,1.0646e-06,-3.0242e-08,0,1,403,1,403,0
0.13821,1.066e-06,-3.0222e-08,0,1,404,1,404,0
0.13821,1.0674e-06,-3.024e-08,0,1,405,1,405,0
0.13821,1.0688e-06,-3.022e-08,0,1,406,1,406,0
0.13821,1.0701e-06,-3.0239e-08,0,1,407,1,407,0
0.1382,1.0715e-06,-3.0219e-08,0,1,408,1,408,0
0.1382,1.0728e-06,-3.0237e-08,0,1,409,1,409,0
0.1382,1.0742e-06,-3.0217e-08,0,1,410,1,410,0
