"rho","U:0","U:1","U:2","T","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.16182,-9.9098e-14,-1.5432e-08,0,0.02963,1,0,1,0,0
0.16182,-3.4833e-13,-1.5371e-08,0,0.02963,1,1,1,1,0
0.16181,-6.4139e-13,-1.5311e-08,0,0.029631,1,2,1,2,0
0.16181,-9.3422e-13,-1.5252e-08,0,0.029631,1,3,1,3,0
0.16181,-1.2268e-12,-1.5192e-08,0,0.029632,1,4,1,4,0
0.1618,-1.5191e-12,-1.5133e-08,0,0.029633,1,5,1,5,0
0.1618,-1.8112e-12,-1.5075e-08,0,0.029633,1,6,1,6,0
0.16179,-2.1031e-12,-1.5016e-08,0,0.029634,1,7,1,7,0
0.16179,-2.3947e-12,-1.4958e-08,0,0.029635,1,8,1,8,0
0.16179,-2.6863e-12,-1.4901e-08,0,0.029635,1,9,1,9,0
0.16178,-2.9776e-12,-1.4844e-08,0,0.029636,1,10,1,10,0
0.16178,-3.2688e-12,-1.4787e-08,0,0.029636,1,11,1,11,0
0.16178,-3.5597e-12,-1.4731e-08,0,0.029637,1,12,1,12,0
0.16177,-3.8503e-12,-1.4675e-08,0,0.029638,1,13,1,13,0
0.16177,-4.1407e-12,-1.462e-08,0,0.029638,1,14,1,14,0
0.16176,-4.4309e-12,-1.4564e-08,0,0.029639,1,15,1,15,0
0.16176,-4.7208e-12,-1.451e-08,0,0.02964,1,16,1,16,0
0.16176,-5.0104e-12,-1.4455e-08,0,0.02964,1,17,1,17,0
0.16175,-5.2999e-12,-1.4401e-08,0,0.029641,1,18,1,18,0
0.16175,-5.589e-12,-1.4348e-08,0,0.029641,1,19,1,19,0
0.16175,-5.878e-12,-1.4295e-08,0,0.029642,1,20,1,20,0
0.16174,-6.1667e-12,-1.4242e-08,0,0.029643,1,21,1,21,0
0.16174,-6.4551e-12,-1.4189e-08,0,0.029643,1,22,1,22,0
0.16173,-6.7433e-12,-1.4137e-08,0,0.029644,1,23,1,23,0
0.16173,-7.0314e-12,-1.4086e-08,0,0.029645,1,24,1,24,0
0.16173,-7.3192e-12,-1.4035e-08,0,0.029645,1,25,1,25,0
0.16172,-7.6069e-12,-1.3984e-08,0,0.029646,1,26,1,26,0
0.16172,-7.8942e-12,-1.3933e-08,0,0.029646,1,27,1,27,0
0.16171,-8.1813e-12,-1.3883e-08,0,0.029647,1,28,1,28,0
0.16171,-8.4683e-12,-1.3834e-08,0,0.029648,1,29,1,29,0
0.16171,-8.7551e-12,-1.3784e-08,0,0.029648,1,30,1,30,0
0.1617,-9.0416e-12,-1.3735e-08,0,0.029649,1,31,1,31,0
0.1617,-9.328e-12,-1.3687e-08,0,0.02965,1,32,1,32,0
0.1617,-9.6141e-12,-1.3639e-08,0,0.02965,1,33,1,33,0
0.16169,-9.9e-12,-1.3591e-08,0,0.029651,1,34,1,34,0
0.16169,-1.0186e-11,-1.3544e-08,0,0.029651,1,35,1,35,0
0.16168,-1.0471e-11,-1.3497e-08,0,0.029652,1,36,1,36,0
0.16168,-1.0756e-11,-1.345e-08,0,0.029653,1,37,1,37,0
0.16168,-1.1041e-11,-1.3404e-08,0,0.029653,1,38,1,38,0
0.16167,-1.1326e-11,-1.3359e-08,0,0.029654,1,39,1,39,0
0.16167,-1.161e-11,-1.3313e-08,0,0.029655,1,40,1,40,0
0.16167,-1.1895e-11,-1.3268e-08,0,0.029655,1,41,1,41,0
0.16166,-1.2179e-11,-1.3224e-08,0,0.029656,1,42,1,42,0
0.16166,-1.2462e-11,-1.318e-08,0,0.029656,1,43,1,43,0
0.16165,-1.2746e-11,-1.3136e-08,0,0.029657,1,44,1,44,0
0.16165,-1.3029e-11,-1.3092e-08,0,0.029658,1,45,1,45,0
0.16165,-1.3312e-11,-1.3049e-08,0,0.029658,1,46,1,46,0
0.16164,-1.3595e-11,-1.3007e-08,0,0.029659,1,47,1,47,0
0.16164,-1.3878e-11,-1.2965e-08,0,0.02966,1,48,1,48,0
0.16164,-1.416e-11,-1.2923e-08,0,0.02966,1,49,1,49,0
0.16163,-1.4442e-11,-1.2881e-08,0,0.029661,1,50,1,50,0
0.16163,-1.4724e-11,-1.284e-08,0,0.029661,1,51,1,51,0
0.16162,-1.5006e-11,-1.28e-08,0,0.029662,1,52,1,52,0
0.16162,-1.5288e-11,-1.2759e-08,0,0.029663,1,53,1,53,0
0.16162,-1.5569e-11,-1.272e-08,0,0.029663,1,54,1,54,0
0.16161,-1.585e-11,-1.268e-08,0,0.029664,1,55,1,55,0
0.16161,-1.6131e-11,-1.2641e-08,0,0.029665,1,56,1,56,0
0.1616,-1.6411e-11,-1.2602e-08,0,0.029665,1,57,1,57,0
0.1616,-1.6692e-11,-1.2564e-08,0,0.029666,1,58,1,58,0
0.1616,-1.6972e-11,-1.2526e-08,0,0.029666,1,59,1,59,0
0.16159,-1.7252e-11,-1.2489e-08,0,0.029667,1,60,1,60,0
0.16159,-1.7531e-11,-1.2452e-08,0,0.029668,1,61,1,61,0
0.16159,-1.7811e-11,-1.2415e-08,0,0.029668,1,62,1,62,0
0.16158,-1.809e-11,-1.2379e-08,0,0.029669,1,63,1,63,0
0.16158,-1.8369e-11,-1.2343e-08,0,0.02967,1,64,1,64,0
0.16157,-1.8648e-11,-1.2307e-08,0,0.02967,1,65,1,65,0
0.16157,-1.8927e-11,-1.2272e-08,0,0.029671,1,66,1,66,0
0.16157,-1.9205e-11,-1.2238e-08,0,0.029671,1,67,1,67,0
0.16156,-1.9483e-11,-1.2203e-08,0,0.029672,1,68,1,68,0
0.16156,-1.9761e-11,-1.2169e-08,0,0.029673,1,69,1,69,0
0.16156,-2.0038e-11,-1.2136e-08,0,0.029673,1,70,1,70,0
0.16155,-2.0316e-11,-1.2103e-08,0,0.029674,1,71,1,71,0
0.16155,-2.0593e-11,-1.207e-08,0,0.029675,1,72,1,72,0
0.16154,-2.087e-11,-1.2038e-08,0,0.029675,1,73,1,73,0
0.16154,-2.1146e-11,-1.2006e-08,0,0.029676,1,74,1,74,0
0.16154,-2.1423e-11,-1.1974e-08,0,0.029676,1,75,1,75,0
0.16153,-2.1699e-11,-1.1943e-08,0,0.029677,1,76,1,76,0
0.16153,-2.1975e-11,-1.1912e-08,0,0.029678,1,77,1,77,0
0.16152,-2.225e-11,-1.1882e-08,0,0.029678,1,78,1,78,0
0.16152,-2.2526e-11,-1.1852e-08,0,0.029679,1,79,1,79,0
0.16152,-2.2801e-11,-1.1823e-08,0,0.02968,1,80,1,80,0
0.16151,-2.3076e-11,-1.1794e-08,0,0.02968,1,81,1,81,0
0.16151,-2.3351e-11,-1.1765e-08,0,0.029681,1,82,1,82,0
0.16151,-2.3625e-11,-1.1736e-08,0,0.029681,1,83,1,83,0
0.1615,-2.39e-11,-1.1709e-08,0,0.029682,1,84,1,84,0
0.1615,-2.4174e-11,-1.1681e-08,0,0.029683,1,85,1,85,0
0.16149,-2.4447e-11,-1.1654e-08,0,0.029683,1,86,1,86,0
0.16149,-2.4721e-11,-1.1627e-08,0,0.029684,1,87,1,87,0
0.16149,-2.4995e-11,-1.1601e-08,0,0.029685,1,88,1,88,0
0.16148,-2.5268e-11,-1.1575e-08,0,0.029685,1,89,1,89,0
0.16148,-2.5541e-11,-1.1549e-08,0,0.029686,1,90,1,90,0
0.16148,-2.5813e-11,-1.1524e-08,0,0.029686,1,91,1,91,0
0.16147,-2.6086e-11,-1.1499e-08,0,0.029687,1,92,1,92,0
0.16147,-2.6358e-11,-1.1475e-08,0,0.029688,1,93,1,93,0
0.16146,-2.663e-11,-1.1451e-08,0,0.029688,1,94,1,94,0
0.16146,-2.6901e-11,-1.1428e-08,0,0.029689,1,95,1,95,0
0.16146,-2.7173e-11,-1.1404e-08,0,0.029689,1,96,1,96,0
0.16145,-2.7444e-11,-1.1382e-08,0,0.02969,1,97,1,97,0
0.16145,-2.7715e-11,-1.1359e-08,0,0.029691,1,98,1,98,0
0.16144,-2.7985e-11,-1.1337e-08,0,0.029691,1,99,1,99,0
0.16144,-2.8256e-11,-1.1316e-08,0,0.029692,1,100,1,100,0
0.16144,-2.8526e-11,-1.1295e-08,0,0.029693,1,101,1,101,0
0.16143,-2.8796e-11,-1.1274e-08,0,0.029693,1,102,1,102,0
0.16143,-2.9066e-11,-1.1254e-08,0,0.029694,1,103,1,103,0
0.16143,-2.9336e-11,-1.1234e-08,0,0.029694,1,104,1,104,0
0.16142,-2.9605e-11,-1.1214e-08,0,0.029695,1,105,1,105,0
0.16142,-2.9874e-11,-1.1195e-08,0,0.029696,1,106,1,106,0
0.16141,-3.0143e-11,-1.1176e-08,0,0.029696,1,107,1,107,0
0.16141,-3.0412e-11,-1.1158e-08,0,0.029697,1,108,1,108,0
0.16141,-3.0681e-11,-1.114e-08,0,0.029698,1,109,1,109,0
0.1614,-3.0949e-11,-1.1122e-08,0,0.029698,1,110,1,110,0
0.1614,-3.1217e-11,-1.1105e-08,0,0.029699,1,111,1,111,0
0.16139,-3.1484e-11,-1.1089e-08,0,0.029699,1,112,1,112,0
0.16139,-3.1752e-11,-1.1072e-08,0,0.0297,1,113,1,113,0
0.16139,-3.2019e-11,-1.1056e-08,0,0.029701,1,114,1,114,0
0.16138,-3.2286e-11,-1.1041e-08,0,0.029701,1,115,1,115,0
0.16138,-3.2553e-11,-1.1026e-08,0,0.029702,1,116,1,116,0
0.16138,-3.282e-11,-1.1011e-08,0,0.029703,1,117,1,117,0
0.16137,-3.3086e-11,-1.0997e-08,0,0.029703,1,118,1,118,0
0.16137,-3.3352e-11,-1.0983e-08,0,0.029704,1,119,1,119,0
