-0.5 0.019828262457990735 0.008644523215480149
-0.5 0.016547121529915835 0.007342724711634219
-0.5 0.03609935412653367 0.016286293393932283
-0.5 0.024942069914534036 0.010969037772156298
-0.5 0.014204947188639372 0.006058219820261002
-0.25 0.019799218282514398 0.007452062331140041
-0.25 0.01653432264118091 0.006170022650621831
-0.25 0.03462151613538162 0.013347578002139926
-0.25 0.02478616623101184 0.009416147950105369
-0.25 0.014204891154098898 0.005247205612249672
0 0.033580394652014345 0.010870903031900525
0 0.02464680284665824 0.00784159335307777
0 0.019761105451804286 0.006222330848686397
0 0.016524179149751055 0.005144341965205967
0 0.014204427814981204 0.004373220028355718
0.25 0.019723040978779752 0.004980852594599128
0.25 0.016516293373106564 0.004112848779186606
0.25 0.03270769099202481 0.008533289190381765
0.25 0.024493711836903312 0.006271883146837354
0.25 0.014206142076197041 0.003494352800771594
0.5 0.0319368095468679 0.006305823219008744
0.5 0.024320422327772973 0.004707359243184328
0.5 0.01968806829314218 0.003735168371349573
0.5 0.016513241767386517 0.0030854344367980957
0.5 0.014212200664460207 0.0026160164270550013
