0.500000 2.458492 0.021747 0.401555 
0.510000 2.444671 0.024455 0.403178 
0.520000 2.430672 0.027385 0.404798 
0.530000 2.416489 0.030543 0.406416 
0.540000 2.402117 0.033938 0.408031 
0.550000 2.387549 0.037580 0.409642 
0.560000 2.372781 0.041476 0.411250 
0.570000 2.357804 0.045635 0.412854 
0.580000 2.342613 0.050066 0.414455 
0.590000 2.327199 0.054777 0.416051 
0.600000 2.311557 0.059778 0.417644 
0.610000 2.295676 0.065079 0.419233 
0.620000 2.279549 0.070688 0.420818 
0.630000 2.263167 0.076617 0.422399 
0.640000 2.246520 0.082876 0.423978 
0.650000 2.229598 0.089475 0.425553 
0.660000 2.212389 0.096428 0.427126 
0.670000 2.194882 0.103745 0.428697 
0.680000 2.177065 0.111440 0.430265 
0.690000 2.158923 0.119528 0.431832 
0.700000 2.140443 0.128022 0.433399 
0.710000 2.121607 0.136940 0.434965 
0.720000 2.102400 0.146298 0.436532 
0.730000 2.082803 0.156115 0.438100 
0.740000 2.062795 0.166411 0.439671 
0.750000 2.042354 0.177209 0.441245 
0.760000 2.021455 0.188533 0.442822 
0.770000 2.000073 0.200409 0.444406 
0.780000 1.978177 0.212868 0.445996 
0.790000 1.955733 0.225941 0.447594 
0.800000 1.932706 0.239667 0.449202 
0.810000 1.909053 0.254086 0.450822 
0.820000 1.884727 0.269244 0.452456 
0.830000 1.859676 0.285195 0.454107 
0.840000 1.833837 0.302000 0.455776 
0.850000 1.807140 0.319730 0.457468 
0.860000 1.779502 0.338466 0.459186 
0.870000 1.750826 0.358307 0.460935 
0.880000 1.720994 0.379367 0.462720 
0.890000 1.689867 0.401787 0.464548 
0.900000 1.657270 0.425742 0.466426 
0.910000 1.622986 0.451446 0.468366 
0.920000 1.586736 0.479181 0.470380 
0.930000 1.548150 0.509313 0.472486 
0.940000 1.506723 0.542349 0.474708 
0.950000 1.461727 0.579015 0.477082 
0.960000 1.412052 0.620422 0.479661 
0.970000 1.355829 0.668437 0.482539 
0.980000 1.289426 0.726691 0.485897 
0.990000 1.203494 0.804535 0.490209 
