"rho","U:0","U:1","U:2","T","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.16183,-8.6613e-15,-2.4691e-07,0,0.059259,1,0,1,0,0
0.16182,-2.6972e-14,-2.4692e-07,0,0.059268,1,1,1,1,0
0.16179,-4.3713e-14,-2.4694e-07,0,0.059277,1,2,1,2,0
0.16177,-6.032e-14,-2.4697e-07,0,0.059286,1,3,1,3,0
0.16174,-7.6804e-14,-2.47e-07,0,0.059295,1,4,1,4,0
0.16171,-9.3165e-14,-2.4703e-07,0,0.059304,1,5,1,5,0
0.16169,-1.0942e-13,-2.4706e-07,0,0.059313,1,6,1,6,0
0.16166,-1.2566e-13,-2.4709e-07,0,0.059322,1,7,1,7,0
0.16163,-1.4176e-13,-2.4712e-07,0,0.059331,1,8,1,8,0
0.1616,-1.5776e-13,-2.4715e-07,0,0.05934,1,9,1,9,0
0.16158,-1.7364e-13,-2.4718e-07,0,0.059349,1,10,1,10,0
0.16155,-1.8939e-13,-2.4721e-07,0,0.059358,1,11,1,11,0
0.16152,-2.0501e-13,-2.4724e-07,0,0.059367,1,12,1,12,0
0.16149,-2.2052e-13,-2.4728e-07,0,0.059376,1,13,1,13,0
0.16147,-2.359e-13,-2.4731e-07,0,0.059385,1,14,1,14,0
0.16144,-2.5115e-13,-2.4734e-07,0,0.059394,1,15,1,15,0
0.16141,-2.6628e-13,-2.4737e-07,0,0.059403,1,16,1,16,0
0.16138,-2.8129e-13,-2.4741e-07,0,0.059412,1,17,1,17,0
0.16136,-2.9618e-13,-2.4744e-07,0,0.059421,1,18,1,18,0
0.16133,-3.1094e-13,-2.4747e-07,0,0.05943,1,19,1,19,0
0.1613,-3.2557e-13,-2.4751e-07,0,0.059439,1,20,1,20,0
0.16127,-3.4008e-13,-2.4754e-07,0,0.059448,1,21,1,21,0
0.16125,-3.5447e-13,-2.4758e-07,0,0.059457,1,22,1,22,0
0.16122,-3.6873e-13,-2.4761e-07,0,0.059466,1,23,1,23,0
0.16119,-3.8289e-13,-2.4765e-07,0,0.059475,1,24,1,24,0
0.16116,-3.9688e-13,-2.4768e-07,0,0.059484,1,25,1,25,0
0.16114,-4.1078e-13,-2.4772e-07,0,0.059493,1,26,1,26,0
0.16111,-4.2455e-13,-2.4776e-07,0,0.059502,1,27,1,27,0
0.16108,-4.3819e-13,-2.4779e-07,0,0.059511,1,28,1,28,0
0.16105,-4.5171e-13,-2.4783e-07,0,0.05952,1,29,1,29,0
0.16102,-4.651e-13,-2.4787e-07,0,0.059529,1,30,1,30,0
0.161,-4.7837e-13,-2.479e-07,0,0.059538,1,31,1,31,0
0.16097,-4.9152e-13,-2.4794e-07,0,0.059547,1,32,1,32,0
0.16094,-5.0454e-13,-2.4798e-07,0,0.059556,1,33,1,33,0
0.16091,-5.1743e-13,-2.4802e-07,0,0.059565,1,34,1,34,0
0.16089,-5.302e-13,-2.4806e-07,0,0.059574,1,35,1,35,0
0.16086,-5.4285e-13,-2.481e-07,0,0.059583,1,36,1,36,0
0.16083,-5.5538e-13,-2.4814e-07,0,0.059592,1,37,1,37,0
0.1608,-5.6776e-13,-2.4818e-07,0,0.059601,1,38,1,38,0
0.16077,-5.8002e-13,-2.4822e-07,0,0.05961,1,39,1,39,0
0.16075,-5.9217e-13,-2.4826e-07,0,0.059619,1,40,1,40,0
0.16072,-6.0421e-13,-2.483e-07,0,0.059628,1,41,1,41,0
0.16069,-6.1608e-13,-2.4834e-07,0,0.059637,1,42,1,42,0
0.16066,-6.2786e-13,-2.4838e-07,0,0.059646,1,43,1,43,0
0.16063,-6.395e-13,-2.4842e-07,0,0.059655,1,44,1,44,0
0.1606,-6.5102e-13,-2.4846e-07,0,0.059664,1,45,1,45,0
0.16058,-6.624e-13,-2.4851e-07,0,0.059673,1,46,1,46,0
0.16055,-6.7369e-13,-2.4855e-07,0,0.059682,1,47,1,47,0
0.16052,-6.8495e-13,-2.4859e-07,0,0.059691,1,48,1,48,0
0.16049,-6.9609e-13,-2.4863e-07,0,0.0597,1,49,1,49,0
0.16046,-7.0712e-13,-2.4868e-07,0,0.059709,1,50,1,50,0
0.16044,-7.1801e-13,-2.4872e-07,0,0.059718,1,51,1,51,0
0.16041,-7.2878e-13,-2.4877e-07,0,0.059727,1,52,1,52,0
0.16038,-7.3942e-13,-2.4881e-07,0,0.059736,1,53,1,53,0
0.16035,-7.4994e-13,-2.4886e-07,0,0.059745,1,54,1,54,0
0.16032,-7.6033e-13,-2.489e-07,0,0.059754,1,55,1,55,0
0.16029,-7.7059e-13,-2.4895e-07,0,0.059764,1,56,1,56,0
0.16026,-7.8073e-13,-2.4899e-07,0,0.059773,1,57,1,57,0
0.16024,-7.9074e-13,-2.4904e-07,0,0.059782,1,58,1,58,0
0.16021,-8.0063e-13,-2.4908e-07,0,0.059791,1,59,1,59,0
0.16018,-8.1039e-13,-2.4913e-07,0,0.0598,1,60,1,60,0
0.16015,-8.2002e-13,-2.4918e-07,0,0.059809,1,61,1,61,0
0.16012,-8.2952e-13,-2.4923e-07,0,0.059818,1,62,1,62,0
0.16009,-8.3892e-13,-2.4927e-07,0,0.059827,1,63,1,63,0
0.16007,-8.4815e-13,-2.4932e-07,0,0.059836,1,64,1,64,0
0.16004,-8.5729e-13,-2.4937e-07,0,0.059845,1,65,1,65,0
0.16001,-8.6629e-13,-2.4942e-07,0,0.059854,1,66,1,66,0
0.15998,-8.7516e-13,-2.4947e-07,0,0.059863,1,67,1,67,0
0.15995,-8.8391e-13,-2.4952e-07,0,0.059872,1,68,1,68,0
0.15992,-8.9253e-13,-2.4957e-07,0,0.059881,1,69,1,69,0
0.15989,-9.0102e-13,-2.4962e-07,0,0.05989,1,70,1,70,0
0.15986,-9.0939e-13,-2.4967e-07,0,0.059899,1,71,1,71,0
0.15984,-9.1763e-13,-2.4972e-07,0,0.059909,1,72,1,72,0
