"rho","U:0","U:1","U:2","T","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.16177,6.4288e-15,-1.2346e-07,0,0.02963,1,0,1,0,0
0.16176,-3.3845e-14,-1.2343e-07,0,0.029634,1,1,1,1,0
0.16174,-6.9212e-14,-1.2342e-07,0,0.029639,1,2,1,2,0
0.16171,-1.0439e-13,-1.2341e-07,0,0.029643,1,3,1,3,0
0.16169,-1.394e-13,-1.2341e-07,0,0.029648,1,4,1,4,0
0.16166,-1.7419e-13,-1.234e-07,0,0.029652,1,5,1,5,0
0.16163,-2.0877e-13,-1.234e-07,0,0.029657,1,6,1,6,0
0.1616,-2.4316e-13,-1.234e-07,0,0.029661,1,7,1,7,0
0.16158,-2.7722e-13,-1.234e-07,0,0.029666,1,8,1,8,0
0.16155,-3.1102e-13,-1.234e-07,0,0.02967,1,9,1,9,0
0.16152,-3.446e-13,-1.234e-07,0,0.029675,1,10,1,10,0
0.16149,-3.779e-13,-1.2341e-07,0,0.029679,1,11,1,11,0
0.16146,-4.1097e-13,-1.2341e-07,0,0.029684,1,12,1,12,0
0.16144,-4.4381e-13,-1.2342e-07,0,0.029688,1,13,1,13,0
0.16141,-4.7637e-13,-1.2343e-07,0,0.029693,1,14,1,14,0
0.16138,-5.0871e-13,-1.2344e-07,0,0.029698,1,15,1,15,0
0.16135,-5.408e-13,-1.2345e-07,0,0.029702,1,16,1,16,0
0.16133,-5.7263e-13,-1.2347e-07,0,0.029707,1,17,1,17,0
0.1613,-6.0424e-13,-1.2348e-07,0,0.029711,1,18,1,18,0
0.16127,-6.3566e-13,-1.235e-07,0,0.029716,1,19,1,19,0
0.16124,-6.6679e-13,-1.2351e-07,0,0.02972,1,20,1,20,0
0.16121,-6.9775e-13,-1.2353e-07,0,0.029725,1,21,1,21,0
0.16119,-7.2847e-13,-1.2355e-07,0,0.029729,1,22,1,22,0
0.16116,-7.589e-13,-1.2358e-07,0,0.029734,1,23,1,23,0
0.16113,-7.891e-13,-1.236e-07,0,0.029738,1,24,1,24,0
0.1611,-8.1918e-13,-1.2363e-07,0,0.029743,1,25,1,25,0
0.16107,-8.4893e-13,-1.2365e-07,0,0.029748,1,26,1,26,0
0.16105,-8.7841e-13,-1.2368e-07,0,0.029752,1,27,1,27,0
0.16102,-9.0766e-13,-1.2371e-07,0,0.029757,1,28,1,28,0
0.16099,-9.3665e-13,-1.2374e-07,0,0.029761,1,29,1,29,0
0.16096,-9.6539e-13,-1.2377e-07,0,0.029766,1,30,1,30,0
0.16093,-9.9389e-13,-1.2381e-07,0,0.02977,1,31,1,31,0
0.16091,-1.0221e-12,-1.2384e-07,0,0.029775,1,32,1,32,0
0.16088,-1.05e-12,-1.2388e-07,0,0.029779,1,33,1,33,0
0.16085,-1.0777e-12,-1.2392e-07,0,0.029784,1,34,1,34,0
0.16082,-1.1052e-12,-1.2396e-07,0,0.029788,1,35,1,35,0
0.16079,-1.1324e-12,-1.24e-07,0,0.029793,1,36,1,36,0
0.16076,-1.1593e-12,-1.2404e-07,0,0.029798,1,37,1,37,0
0.16074,-1.186e-12,-1.2409e-07,0,0.029802,1,38,1,38,0
0.16071,-1.2124e-12,-1.2414e-07,0,0.029807,1,39,1,39,0
0.16068,-1.2386e-12,-1.2418e-07,0,0.029811,1,40,1,40,0
0.16065,-1.2647e-12,-1.2423e-07,0,0.029816,1,41,1,41,0
