"rho","U:0","U:1","U:2","T","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.080872,8.8204e-14,-6.1728e-08,0,0.014815,1,0,1,0,0
0.080868,-1.0449e-13,-6.1728e-08,0,0.014817,1,1,1,1,0
0.080859,-2.3089e-13,-6.1731e-08,0,0.014819,1,2,1,2,0
0.080848,-3.5708e-13,-6.1736e-08,0,0.014822,1,3,1,3,0
0.080835,-4.8294e-13,-6.1743e-08,0,0.014824,1,4,1,4,0
0.080822,-6.0848e-13,-6.175e-08,0,0.014826,1,5,1,5,0
0.080808,-7.3387e-13,-6.1757e-08,0,0.014829,1,6,1,6,0
0.080794,-8.5896e-13,-6.1765e-08,0,0.014831,1,7,1,7,0
0.08078,-9.8385e-13,-6.1772e-08,0,0.014833,1,8,1,8,0
0.080766,-1.1086e-12,-6.178e-08,0,0.014836,1,9,1,9,0
0.080752,-1.233e-12,-6.1788e-08,0,0.014838,1,10,1,10,0
0.080738,-1.3571e-12,-6.1796e-08,0,0.01484,1,11,1,11,0
0.080724,-1.4809e-12,-6.1804e-08,0,0.014842,1,12,1,12,0
0.08071,-1.6044e-12,-6.1812e-08,0,0.014845,1,13,1,13,0
0.080696,-1.7275e-12,-6.182e-08,0,0.014847,1,14,1,14,0
0.080681,-1.8503e-12,-6.1828e-08,0,0.014849,1,15,1,15,0
0.080667,-1.9727e-12,-6.1837e-08,0,0.014852,1,16,1,16,0
0.080653,-2.0948e-12,-6.1845e-08,0,0.014854,1,17,1,17,0
0.080639,-2.2166e-12,-6.1854e-08,0,0.014856,1,18,1,18,0
0.080625,-2.338e-12,-6.1862e-08,0,0.014859,1,19,1,19,0
0.080611,-2.4591e-12,-6.1871e-08,0,0.014861,1,20,1,20,0
0.080596,-2.5797e-12,-6.188e-08,0,0.014863,1,21,1,21,0
0.080582,-2.6999e-12,-6.1888e-08,0,0.014865,1,22,1,22,0
0.080568,-2.8198e-12,-6.1897e-08,0,0.014868,1,23,1,23,0
0.080554,-2.9393e-12,-6.1906e-08,0,0.01487,1,24,1,24,0
0.080539,-3.0584e-12,-6.1915e-08,0,0.014872,1,25,1,25,0
0.080525,-3.1769e-12,-6.1924e-08,0,0.014875,1,26,1,26,0
0.080511,-3.295e-12,-6.1934e-08,0,0.014877,1,27,1,27,0
0.080497,-3.4126e-12,-6.1943e-08,0,0.014879,1,28,1,28,0
0.080482,-3.5297e-12,-6.1952e-08,0,0.014882,1,29,1,29,0
0.080468,-3.6464e-12,-6.1962e-08,0,0.014884,1,30,1,30,0
0.080454,-3.7626e-12,-6.1971e-08,0,0.014886,1,31,1,31,0
0.080439,-3.8783e-12,-6.1981e-08,0,0.014889,1,32,1,32,0
0.080425,-3.9935e-12,-6.1991e-08,0,0.014891,1,33,1,33,0
0.080411,-4.1082e-12,-6.2e-08,0,0.014893,1,34,1,34,0
0.080396,-4.2225e-12,-6.201e-08,0,0.014896,1,35,1,35,0
0.080382,-4.3362e-12,-6.202e-08,0,0.014898,1,36,1,36,0
0.080367,-4.4494e-12,-6.203e-08,0,0.0149,1,37,1,37,0
0.080353,-4.562e-12,-6.204e-08,0,0.014902,1,38,1,38,0
0.080339,-4.6741e-12,-6.2051e-08,0,0.014905,1,39,1,39,0
0.080324,-4.7857e-12,-6.2061e-08,0,0.014907,1,40,1,40,0
0.08031,-4.8967e-12,-6.2071e-08,0,0.014909,1,41,1,41,0
0.080295,-5.0071e-12,-6.2082e-08,0,0.014912,1,42,1,42,0
0.080281,-5.117e-12,-6.2092e-08,0,0.014914,1,43,1,43,0
0.080266,-5.2263e-12,-6.2103e-08,0,0.014916,1,44,1,44,0
0.080252,-5.335e-12,-6.2114e-08,0,0.014919,1,45,1,45,0
0.080237,-5.4431e-12,-6.2124e-08,0,0.014921,1,46,1,46,0
0.080223,-5.5505e-12,-6.2135e-08,0,0.014923,1,47,1,47,0
0.080208,-5.6573e-12,-6.2146e-08,0,0.014926,1,48,1,48,0
0.080194,-5.7636e-12,-6.2157e-08,0,0.014928,1,49,1,49,0
0.080179,-5.8692e-12,-6.2168e-08,0,0.01493,1,50,1,50,0
0.080165,-5.974e-12,-6.218e-08,0,0.014933,1,51,1,51,0
0.08015,-6.0783e-12,-6.2191e-08,0,0.014935,1,52,1,52,0
0.080135,-6.1819e-12,-6.2202e-08,0,0.014937,1,53,1,53,0
0.080121,-6.2849e-12,-6.2214e-08,0,0.01494,1,54,1,54,0
0.080106,-6.3872e-12,-6.2225e-08,0,0.014942,1,55,1,55,0
0.080092,-6.4889e-12,-6.2237e-08,0,0.014944,1,56,1,56,0
0.080077,-6.5897e-12,-6.2249e-08,0,0.014946,1,57,1,57,0
0.080062,-6.6899e-12,-6.226e-08,0,0.014949,1,58,1,58,0
0.080048,-6.7894e-12,-6.2272e-08,0,0.014951,1,59,1,59,0
0.080033,-6.888e-12,-6.2284e-08,0,0.014953,1,60,1,60,0
0.080018,-6.9859e-12,-6.2296e-08,0,0.014956,1,61,1,61,0
0.080004,-7.0831e-12,-6.2309e-08,0,0.014958,1,62,1,62,0
0.079989,-7.1795e-12,-6.2321e-08,0,0.01496,1,63,1,63,0
0.079974,-7.2751e-12,-6.2333e-08,0,0.014963,1,64,1,64,0
0.079959,-7.37e-12,-6.2346e-08,0,0.014965,1,65,1,65,0
