"rho","U:0","U:1","U:2","T","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.16177,-8.7128e-15,-1.2346e-07,0,0.02963,1,0,1,0,0
0.16176,-2.6992e-14,-1.2345e-07,0,0.029634,1,1,1,1,0
0.16174,-4.376e-14,-1.2346e-07,0,0.029639,1,2,1,2,0
0.16171,-6.0469e-14,-1.2347e-07,0,0.029643,1,3,1,3,0
0.16169,-7.7087e-14,-1.2348e-07,0,0.029648,1,4,1,4,0
0.16166,-9.3583e-14,-1.235e-07,0,0.029652,1,5,1,5,0
0.16163,-1.0994e-13,-1.2351e-07,0,0.029657,1,6,1,6,0
0.1616,-1.2622e-13,-1.2352e-07,0,0.029661,1,7,1,7,0
0.16158,-1.4232e-13,-1.2354e-07,0,0.029666,1,8,1,8,0
0.16155,-1.5833e-13,-1.2355e-07,0,0.02967,1,9,1,9,0
0.16152,-1.7421e-13,-1.2357e-07,0,0.029675,1,10,1,10,0
0.16149,-1.8997e-13,-1.2358e-07,0,0.02968,1,11,1,11,0
0.16147,-2.056e-13,-1.236e-07,0,0.029684,1,12,1,12,0
0.16144,-2.2111e-13,-1.2361e-07,0,0.029689,1,13,1,13,0
0.16141,-2.3653e-13,-1.2363e-07,0,0.029693,1,14,1,14,0
0.16138,-2.5188e-13,-1.2364e-07,0,0.029698,1,15,1,15,0
0.16135,-2.6709e-13,-1.2366e-07,0,0.029702,1,16,1,16,0
0.16133,-2.8218e-13,-1.2367e-07,0,0.029707,1,17,1,17,0
0.1613,-2.9721e-13,-1.2369e-07,0,0.029711,1,18,1,18,0
0.16127,-3.1208e-13,-1.2371e-07,0,0.029716,1,19,1,19,0
0.16124,-3.2685e-13,-1.2372e-07,0,0.029721,1,20,1,20,0
0.16121,-3.415e-13,-1.2374e-07,0,0.029725,1,21,1,21,0
0.16119,-3.56e-13,-1.2376e-07,0,0.02973,1,22,1,22,0
0.16116,-3.7032e-13,-1.2378e-07,0,0.029734,1,23,1,23,0
0.16113,-3.8457e-13,-1.238e-07,0,0.029739,1,24,1,24,0
0.1611,-3.9872e-13,-1.2382e-07,0,0.029743,1,25,1,25,0
0.16107,-4.1277e-13,-1.2383e-07,0,0.029748,1,26,1,26,0
0.16105,-4.2675e-13,-1.2385e-07,0,0.029752,1,27,1,27,0
0.16102,-4.4056e-13,-1.2387e-07,0,0.029757,1,28,1,28,0
0.16099,-4.5422e-13,-1.2389e-07,0,0.029762,1,29,1,29,0
0.16096,-4.6775e-13,-1.2391e-07,0,0.029766,1,30,1,30,0
0.16093,-4.8115e-13,-1.2393e-07,0,0.029771,1,31,1,31,0
0.1609,-4.9443e-13,-1.2395e-07,0,0.029775,1,32,1,32,0
0.16088,-5.0759e-13,-1.2398e-07,0,0.02978,1,33,1,33,0
0.16085,-5.2062e-13,-1.24e-07,0,0.029784,1,34,1,34,0
0.16082,-5.3353e-13,-1.2402e-07,0,0.029789,1,35,1,35,0
0.16079,-5.4631e-13,-1.2404e-07,0,0.029794,1,36,1,36,0
0.16076,-5.5896e-13,-1.2406e-07,0,0.029798,1,37,1,37,0
0.16073,-5.715e-13,-1.2409e-07,0,0.029803,1,38,1,38,0
0.16071,-5.8389e-13,-1.2411e-07,0,0.029807,1,39,1,39,0
0.16068,-5.962e-13,-1.2413e-07,0,0.029812,1,40,1,40,0
0.16065,-6.0833e-13,-1.2415e-07,0,0.029816,1,41,1,41,0
0.16062,-6.2037e-13,-1.2418e-07,0,0.029821,1,42,1,42,0
0.16059,-6.3228e-13,-1.242e-07,0,0.029825,1,43,1,43,0
0.16056,-6.4406e-13,-1.2423e-07,0,0.02983,1,44,1,44,0
0.16053,-6.5572e-13,-1.2425e-07,0,0.029835,1,45,1,45,0
0.16051,-6.6725e-13,-1.2428e-07,0,0.029839,1,46,1,46,0
0.16048,-6.7865e-13,-1.243e-07,0,0.029844,1,47,1,47,0
0.16045,-6.8993e-13,-1.2433e-07,0,0.029848,1,48,1,48,0
0.16042,-7.0108e-13,-1.2435e-07,0,0.029853,1,49,1,49,0
0.16039,-7.1211e-13,-1.2438e-07,0,0.029858,1,50,1,50,0
0.16036,-7.2301e-13,-1.2441e-07,0,0.029862,1,51,1,51,0
0.16033,-7.3379e-13,-1.2443e-07,0,0.029867,1,52,1,52,0
0.1603,-7.4444e-13,-1.2446e-07,0,0.029871,1,53,1,53,0
0.16028,-7.5496e-13,-1.2449e-07,0,0.029876,1,54,1,54,0
0.16025,-7.6536e-13,-1.2451e-07,0,0.02988,1,55,1,55,0
0.16022,-7.7563e-13,-1.2454e-07,0,0.029885,1,56,1,56,0
0.16019,-7.8578e-13,-1.2457e-07,0,0.02989,1,57,1,57,0
0.16016,-7.958e-13,-1.246e-07,0,0.029894,1,58,1,58,0
0.16013,-8.0569e-13,-1.2463e-07,0,0.029899,1,59,1,59,0
0.1601,-8.1545e-13,-1.2466e-07,0,0.029903,1,60,1,60,0
0.16007,-8.2511e-13,-1.2469e-07,0,0.029908,1,61,1,61,0
0.16004,-8.3464e-13,-1.2472e-07,0,0.029913,1,62,1,62,0
0.16002,-8.4413e-13,-1.2475e-07,0,0.029917,1,63,1,63,0
0.15999,-8.5352e-13,-1.2478e-07,0,0.029922,1,64,1,64,0
0.15996,-8.6279e-13,-1.2481e-07,0,0.029926,1,65,1,65,0
0.15993,-8.7193e-13,-1.2484e-07,0,0.029931,1,66,1,66,0
0.1599,-8.8094e-13,-1.2487e-07,0,0.029935,1,67,1,67,0
0.15987,-8.8982e-13,-1.249e-07,0,0.02994,1,68,1,68,0
0.15984,-8.9858e-13,-1.2493e-07,0,0.029945,1,69,1,69,0
0.15981,-9.0721e-13,-1.2497e-07,0,0.029949,1,70,1,70,0
0.15978,-9.1572e-13,-1.25e-07,0,0.029954,1,71,1,71,0
0.15975,-9.2409e-13,-1.2503e-07,0,0.029958,1,72,1,72,0
0.15972,-9.3233e-13,-1.2507e-07,0,0.029963,1,73,1,73,0
0.15969,-9.4048e-13,-1.251e-07,0,0.029968,1,74,1,74,0
0.15966,-9.4847e-13,-1.2513e-07,0,0.029972,1,75,1,75,0
0.15964,-9.5645e-13,-1.2517e-07,0,0.029977,1,76,1,76,0
0.15961,-9.6419e-13,-1.252e-07,0,0.029981,1,77,1,77,0
0.15958,-9.7183e-13,-1.2524e-07,0,0.029986,1,78,1,78,0
0.15955,-9.7931e-13,-1.2527e-07,0,0.029991,1,79,1,79,0
0.15952,-9.8678e-13,-1.2531e-07,0,0.029995,1,80,1,80,0
0.15949,-9.9402e-13,-1.2534e-07,0,0.03,1,81,1,81,0
0.15946,-1.0011e-12,-1.2538e-07,0,0.030004,1,82,1,82,0
0.15943,-1.0081e-12,-1.2542e-07,0,0.030009,1,83,1,83,0
0.1594,-1.0149e-12,-1.2545e-07,0,0.030014,1,84,1,84,0
