"rho","U:0","U:1","U:2","T","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.083143,0,0,0,0.14667,1,0,1,0,0
0.084104,0,0,0,0.14667,1,1,1,1,0
0.08395,0,0,0,0.14667,1,2,1,2,0
0.083081,0,0,0,0.14667,1,3,1,3,0
0.083336,0,0,0,0.14667,1,4,1,4,0
0.084001,0,0,0,0.14667,1,5,1,5,0
0.083679,0,0,0,0.14667,1,6,1,6,0
0.083511,0,0,0,0.14667,1,7,1,7,0
0.083965,0,0,0,0.14667,1,8,1,8,0
0.08251,0,0,0,0.14667,1,9,1,9,0
0.083339,0,0,0,0.14667,1,10,1,10,0
0.084135,0,0,0,0.14667,1,11,1,11,0
0.083908,0,0,0,0.14667,1,12,1,12,0
0.082517,0,0,0,0.14667,1,13,1,13,0
0.082601,0,0,0,0.14667,1,14,1,14,0
0.082915,0,0,0,0.14667,1,15,1,15,0
0.083391,0,0,0,0.14667,1,16,1,16,0
0.082649,0,0,0,0.14667,1,17,1,17,0
0.08393,0,0,0,0.14667,1,18,1,18,0
0.083686,0,0,0,0.14667,1,19,1,19,0
0.083232,0,0,0,0.14667,1,20,1,20,0
0.08282,0,0,0,0.14667,1,21,1,21,0
0.083886,0,0,0,0.14667,1,22,1,22,0
0.083815,0,0,0,0.14667,1,23,1,23,0
0.083971,0,0,0,0.14667,1,24,1,24,0
0.083467,0,0,0,0.14667,1,25,1,25,0
0.084106,0,0,0,0.14667,1,26,1,26,0
0.083265,0,0,0,0.14667,1,27,1,27,0
0.083491,0,0,0,0.14667,1,28,1,28,0
0.082988,0,0,0,0.14667,1,29,1,29,0
0.083641,0,0,0,0.14667,1,30,1,30,0
0.082759,0,0,0,0.14667,1,31,1,31,0
0.083612,0,0,0,0.14667,1,32,1,32,0
0.08265,0,0,0,0.14667,1,33,1,33,0
0.083788,0,0,0,0.14667,1,34,1,34,0
0.082862,0,0,0,0.14667,1,35,1,35,0
0.08304,0,0,0,0.14667,1,36,1,36,0
0.083833,0,0,0,0.14667,1,37,1,37,0
0.082919,0,0,0,0.14667,1,38,1,38,0
0.083429,0,0,0,0.14667,1,39,1,39,0
0.083708,0,0,0,0.14667,1,40,1,40,0
0.082926,0,0,0,0.14667,1,41,1,41,0
0.08272,0,0,0,0.14667,1,42,1,42,0
0.08283,0,0,0,0.14667,1,43,1,43,0
0.083273,0,0,0,0.14667,1,44,1,44,0
0.084152,0,0,0,0.14667,1,45,1,45,0
0.082546,0,0,0,0.14667,1,46,1,46,0
0.08268,0,0,0,0.14667,1,47,1,47,0
0.083037,0,0,0,0.14667,1,48,1,48,0
0.08338,0,0,0,0.14667,1,49,1,49,0
0.083229,0,0,0,0.14667,1,50,1,50,0
0.083316,0,0,0,0.14667,1,51,1,51,0
0.083961,0,0,0,0.14667,1,52,1,52,0
0.083217,0,0,0,0.14667,1,53,1,53,0
0.084064,0,0,0,0.14667,1,54,1,54,0
0.082974,0,0,0,0.14667,1,55,1,55,0
0.082581,0,0,0,0.14667,1,56,1,56,0
0.082823,0,0,0,0.14667,1,57,1,57,0
0.082799,0,0,0,0.14667,1,58,1,58,0
0.0835,0,0,0,0.14667,1,59,1,59,0
0.083749,0,0,0,0.14667,1,60,1,60,0
0.083019,0,0,0,0.14667,1,61,1,61,0
0.083237,0,0,0,0.14667,1,62,1,62,0
0.083847,0,0,0,0.14667,1,63,1,63,0
0.083334,0,0,0,0.14667,1,64,1,64,0
0.082985,0,0,0,0.14667,1,65,1,65,0
0.083164,0,0,0,0.14667,1,66,1,66,0
0.082743,0,0,0,0.14667,1,67,1,67,0
0.083055,0,0,0,0.14667,1,68,1,68,0
0.082852,0,0,0,0.14667,1,69,1,69,0
0.083063,0,0,0,0.14667,1,70,1,70,0
0.08323,0,0,0,0.14667,1,71,1,71,0
0.083779,0,0,0,0.14667,1,72,1,72,0
0.083263,0,0,0,0.14667,1,73,1,73,0
0.083679,0,0,0,0.14667,1,74,1,74,0
0.084134,0,0,0,0.14667,1,75,1,75,0
0.082945,0,0,0,0.14667,1,76,1,76,0
0.083493,0,0,0,0.14667,1,77,1,77,0
0.082624,0,0,0,0.14667,1,78,1,78,0
0.08254,0,0,0,0.14667,1,79,1,79,0
0.084124,0,0,0,0.14667,1,80,1,80,0
0.083104,0,0,0,0.14667,1,81,1,81,0
0.083629,0,0,0,0.14667,1,82,1,82,0
0.083828,0,0,0,0.14667,1,83,1,83,0
0.082751,0,0,0,0.14667,1,84,1,84,0
0.083629,0,0,0,0.14667,1,85,1,85,0
0.083602,0,0,0,0.14667,1,86,1,86,0
0.082751,0,0,0,0.14667,1,87,1,87,0
0.083065,0,0,0,0.14667,1,88,1,88,0
0.083177,0,0,0,0.14667,1,89,1,89,0
0.084086,0,0,0,0.14667,1,90,1,90,0
