"rho","T","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.16115,0.02963,1,246,1,246,0
0.16115,0.02963,1,247,1,247,0
0.16115,0.02963,1,248,1,248,0
0.16115,0.02963,1,249,1,249,0
0.16115,0.02963,1,250,1,250,0
0.16115,0.02963,1,251,1,251,0
0.16115,0.02963,1,252,1,252,0
0.16115,0.02963,1,253,1,253,0
0.16115,0.02963,1,254,1,254,0
0.16115,0.02963,1,255,1,255,0
0.16114,0.02963,1,256,1,256,0
0.16114,0.02963,1,257,1,257,0
0.16113,0.02963,1,258,1,258,0
0.16111,0.02963,1,259,1,259,0
0.16106,0.02963,1,260,1,260,0
0.1609,0.02963,1,261,1,261,0
0.16048,0.02963,1,262,1,262,0
0.15935,0.02963,1,263,1,263,0
0.15644,0.02963,1,264,1,264,0
0.14968,0.02963,1,265,1,265,0
0.13646,0.02963,1,266,1,266,0
0.11613,0.02963,1,267,1,267,0
0.092165,0.02963,1,268,1,268,0
0.070021,0.02963,1,269,1,269,0
0.05299,0.02963,1,270,1,270,0
0.041297,0.02963,1,271,1,271,0
0.03371,0.02963,1,272,1,272,0
0.028887,0.02963,1,273,1,273,0
0.02583,0.02963,1,274,1,274,0
0.023884,0.02963,1,275,1,275,0
0.022639,0.02963,1,276,1,276,0
0.021837,0.02963,1,277,1,277,0
0.021319,0.02963,1,278,1,278,0
0.020984,0.02963,1,279,1,279,0
0.020765,0.02963,1,280,1,280,0
0.020623,0.02963,1,281,1,281,0
0.020531,0.02963,1,282,1,282,0
0.02047,0.02963,1,283,1,283,0
0.02043,0.02963,1,284,1,284,0
0.020404,0.02963,1,285,1,285,0
0.020387,0.02963,1,286,1,286,0
0.020376,0.02963,1,287,1,287,0
0.020369,0.02963,1,288,1,288,0
0.020364,0.02963,1,289,1,289,0
0.02036,0.02963,1,290,1,290,0
0.020358,0.02963,1,291,1,291,0
0.020356,0.02963,1,292,1,292,0
0.020355,0.02963,1,293,1,293,0
0.020354,0.02963,1,294,1,294,0
0.020353,0.02963,1,295,1,295,0
0.020352,0.02963,1,296,1,296,0
0.020351,0.02963,1,297,1,297,0
0.020351,0.02963,1,298,1,298,0
0.02035,0.02963,1,299,1,299,0
0.02035,0.02963,1,300,1,300,0
0.020349,0.02963,1,301,1,301,0
0.020349,0.02963,1,302,1,302,0
0.020348,0.02963,1,303,1,303,0
0.020347,0.02963,1,304,1,304,0
0.020347,0.02963,1,305,1,305,0
0.020346,0.02963,1,306,1,306,0
0.020346,0.02963,1,307,1,307,0
0.020345,0.02963,1,308,1,308,0
0.020345,0.02963,1,309,1,309,0
0.020344,0.02963,1,310,1,310,0
0.020344,0.02963,1,311,1,311,0
0.020343,0.02963,1,312,1,312,0
0.020342,0.02963,1,313,1,313,0
0.020342,0.02963,1,314,1,314,0
0.020341,0.02963,1,315,1,315,0
0.020341,0.02963,1,316,1,316,0
0.02034,0.02963,1,317,1,317,0
0.02034,0.02963,1,318,1,318,0
0.020339,0.02963,1,319,1,319,0
0.020338,0.02963,1,320,1,320,0
0.020338,0.02963,1,321,1,321,0
0.020337,0.02963,1,322,1,322,0
0.020337,0.02963,1,323,1,323,0
0.020336,0.02963,1,324,1,324,0
0.020335,0.02963,1,325,1,325,0
0.020335,0.02963,1,326,1,326,0
0.020334,0.02963,1,327,1,327,0
0.020333,0.02963,1,328,1,328,0
0.020333,0.02963,1,329,1,329,0
0.020332,0.02963,1,330,1,330,0
0.020331,0.02963,1,331,1,331,0
0.020331,0.02963,1,332,1,332,0
0.02033,0.02963,1,333,1,333,0
0.020329,0.02963,1,334,1,334,0
0.020329,0.02963,1,335,1,335,0
0.020328,0.02963,1,336,1,336,0
0.020327,0.02963,1,337,1,337,0
0.020327,0.02963,1,338,1,338,0
0.020326,0.02963,1,339,1,339,0
0.020325,0.02963,1,340,1,340,0
0.020324,0.02963,1,341,1,341,0
0.020324,0.02963,1,342,1,342,0
0.020323,0.02963,1,343,1,343,0
0.020322,0.02963,1,344,1,344,0
0.020322,0.02963,1,345,1,345,0
0.020321,0.02963,1,346,1,346,0
0.02032,0.02963,1,347,1,347,0
0.020319,0.02963,1,348,1,348,0
0.020318,0.02963,1,349,1,349,0
0.020318,0.02963,1,350,1,350,0
0.020317,0.02963,1,351,1,351,0
0.020316,0.02963,1,352,1,352,0
0.020315,0.02963,1,353,1,353,0
0.020315,0.02963,1,354,1,354,0
0.020314,0.02963,1,355,1,355,0
0.020313,0.02963,1,356,1,356,0
0.020312,0.02963,1,357,1,357,0
0.020311,0.02963,1,358,1,358,0
0.02031,0.02963,1,359,1,359,0
0.02031,0.02963,1,360,1,360,0
0.020309,0.02963,1,361,1,361,0
0.020308,0.02963,1,362,1,362,0
0.020307,0.02963,1,363,1,363,0
0.020306,0.02963,1,364,1,364,0
0.020305,0.02963,1,365,1,365,0
0.020305,0.02963,1,366,1,366,0
0.020304,0.02963,1,367,1,367,0
0.020303,0.02963,1,368,1,368,0
0.020302,0.02963,1,369,1,369,0
0.020301,0.02963,1,370,1,370,0
0.0203,0.02963,1,371,1,371,0
0.020299,0.02963,1,372,1,372,0
0.020298,0.02963,1,373,1,373,0
0.020297,0.02963,1,374,1,374,0
0.020296,0.02963,1,375,1,375,0
0.020295,0.02963,1,376,1,376,0
0.020295,0.02963,1,377,1,377,0
0.020294,0.02963,1,378,1,378,0
0.020293,0.02963,1,379,1,379,0
0.020292,0.02963,1,380,1,380,0
0.020291,0.02963,1,381,1,381,0
0.02029,0.02963,1,382,1,382,0
0.020289,0.02963,1,383,1,383,0
0.020288,0.02963,1,384,1,384,0
0.020287,0.02963,1,385,1,385,0
0.020286,0.02963,1,386,1,386,0
0.020285,0.02963,1,387,1,387,0
0.020284,0.02963,1,388,1,388,0
0.020283,0.02963,1,389,1,389,0
0.020282,0.02963,1,390,1,390,0
0.020281,0.02963,1,391,1,391,0
0.02028,0.02963,1,392,1,392,0
0.020279,0.02963,1,393,1,393,0
0.020278,0.02963,1,394,1,394,0
0.020277,0.02963,1,395,1,395,0
0.020276,0.02963,1,396,1,396,0
0.020275,0.02963,1,397,1,397,0
0.020273,0.02963,1,398,1,398,0
0.020272,0.02963,1,399,1,399,0
0.020271,0.02963,1,400,1,400,0
0.02027,0.02963,1,401,1,401,0
0.020269,0.02963,1,402,1,402,0
0.020268,0.02963,1,403,1,403,0
0.020267,0.02963,1,404,1,404,0
0.020266,0.02963,1,405,1,405,0
0.020265,0.02963,1,406,1,406,0
0.020264,0.02963,1,407,1,407,0
0.020263,0.02963,1,408,1,408,0
0.020262,0.02963,1,409,1,409,0
0.02026,0.02963,1,410,1,410,0
0.020259,0.02963,1,411,1,411,0
0.020258,0.02963,1,412,1,412,0
0.020257,0.02963,1,413,1,413,0
0.020256,0.02963,1,414,1,414,0
0.020255,0.02963,1,415,1,415,0
0.020254,0.02963,1,416,1,416,0
0.020252,0.02963,1,417,1,417,0
0.020251,0.02963,1,418,1,418,0
0.02025,0.02963,1,419,1,419,0
0.020249,0.02963,1,420,1,420,0
0.020248,0.02963,1,421,1,421,0
0.020247,0.02963,1,422,1,422,0
0.020245,0.02963,1,423,1,423,0
0.020244,0.02963,1,424,1,424,0
0.020243,0.02963,1,425,1,425,0
0.020242,0.02963,1,426,1,426,0
0.020241,0.02963,1,427,1,427,0
0.020239,0.02963,1,428,1,428,0
0.020238,0.02963,1,429,1,429,0
0.020237,0.02963,1,430,1,430,0
0.020236,0.02963,1,431,1,431,0
0.020235,0.02963,1,432,1,432,0
0.020233,0.02963,1,433,1,433,0
0.020232,0.02963,1,434,1,434,0
0.020231,0.02963,1,435,1,435,0
0.02023,0.02963,1,436,1,436,0
0.020229,0.02963,1,437,1,437,0
0.020227,0.02963,1,438,1,438,0
0.020226,0.02963,1,439,1,439,0
0.020225,0.02963,1,440,1,440,0
0.020224,0.02963,1,441,1,441,0
0.020222,0.02963,1,442,1,442,0
0.020221,0.02963,1,443,1,443,0
0.02022,0.02963,1,444,1,444,0
0.020219,0.02963,1,445,1,445,0
0.020217,0.02963,1,446,1,446,0
0.020216,0.02963,1,447,1,447,0
0.020215,0.02963,1,448,1,448,0
0.020214,0.02963,1,449,1,449,0
0.020212,0.02963,1,450,1,450,0
0.020211,0.02963,1,451,1,451,0
0.02021,0.02963,1,452,1,452,0
0.020209,0.02963,1,453,1,453,0
0.020207,0.02963,1,454,1,454,0
0.020206,0.02963,1,455,1,455,0
0.020205,0.02963,1,456,1,456,0
0.020203,0.02963,1,457,1,457,0
0.020202,0.02963,1,458,1,458,0
0.020201,0.02963,1,459,1,459,0
0.0202,0.02963,1,460,1,460,0
0.020198,0.02963,1,461,1,461,0
0.020197,0.02963,1,462,1,462,0
0.020196,0.02963,1,463,1,463,0
0.020194,0.02963,1,464,1,464,0
0.020193,0.02963,1,465,1,465,0
0.020192,0.02963,1,466,1,466,0
0.020191,0.02963,1,467,1,467,0
0.020189,0.02963,1,468,1,468,0
0.020188,0.02963,1,469,1,469,0
0.020187,0.02963,1,470,1,470,0
0.020185,0.02963,1,471,1,471,0
0.020184,0.02963,1,472,1,472,0
0.020183,0.02963,1,473,1,473,0
0.020182,0.02963,1,474,1,474,0
0.02018,0.02963,1,475,1,475,0
0.020179,0.02963,1,476,1,476,0
0.020178,0.02963,1,477,1,477,0
0.020176,0.02963,1,478,1,478,0
0.020175,0.02963,1,479,1,479,0
0.020174,0.02963,1,480,1,480,0
0.020173,0.02963,1,481,1,481,0
0.020171,0.02963,1,482,1,482,0
0.02017,0.02963,1,483,1,483,0
0.020169,0.02963,1,484,1,484,0
0.020167,0.02963,1,485,1,485,0
0.020166,0.02963,1,486,1,486,0
0.020165,0.02963,1,487,1,487,0
0.020163,0.02963,1,488,1,488,0
0.020162,0.02963,1,489,1,489,0
0.020161,0.02963,1,490,1,490,0
0.02016,0.02963,1,491,1,491,0
0.020158,0.02963,1,492,1,492,0
0.020157,0.02963,1,493,1,493,0
0.020156,0.02963,1,494,1,494,0
0.020154,0.02963,1,495,1,495,0
0.020153,0.02963,1,496,1,496,0
0.020152,0.02963,1,497,1,497,0
0.020151,0.02963,1,498,1,498,0
0.020149,0.02963,1,499,1,499,0
0.020148,0.02963,1,500,1,500,0
0.020147,0.02963,1,501,1,501,0
0.020146,0.02963,1,502,1,502,0
0.020144,0.02963,1,503,1,503,0
0.020143,0.02963,1,504,1,504,0
0.020142,0.02963,1,505,1,505,0
0.02014,0.02963,1,506,1,506,0
0.020139,0.02963,1,507,1,507,0
0.020138,0.02963,1,508,1,508,0
0.020137,0.02963,1,509,1,509,0
0.020135,0.02963,1,510,1,510,0
0.020134,0.02963,1,511,1,511,0
0.020133,0.02963,1,512,1,512,0
0.020132,0.02963,1,513,1,513,0
0.02013,0.02963,1,514,1,514,0
0.020129,0.02963,1,515,1,515,0
0.020128,0.02963,1,516,1,516,0
0.020127,0.02963,1,517,1,517,0
0.020125,0.02963,1,518,1,518,0
0.020124,0.02963,1,519,1,519,0
0.020123,0.02963,1,520,1,520,0
0.020122,0.02963,1,521,1,521,0
0.020121,0.02963,1,522,1,522,0
0.020119,0.02963,1,523,1,523,0
0.020118,0.02963,1,524,1,524,0
0.020117,0.02963,1,525,1,525,0
0.020116,0.02963,1,526,1,526,0
0.020115,0.02963,1,527,1,527,0
0.020113,0.02963,1,528,1,528,0
0.020112,0.02963,1,529,1,529,0
0.020111,0.02963,1,530,1,530,0
0.02011,0.02963,1,531,1,531,0
0.020109,0.02963,1,532,1,532,0
0.020107,0.02963,1,533,1,533,0
0.020106,0.02963,1,534,1,534,0
0.020105,0.02963,1,535,1,535,0
0.020104,0.02963,1,536,1,536,0
0.020103,0.02963,1,537,1,537,0
0.020102,0.02963,1,538,1,538,0
0.0201,0.02963,1,539,1,539,0
0.020099,0.02963,1,540,1,540,0
0.020098,0.02963,1,541,1,541,0
0.020097,0.02963,1,542,1,542,0
0.020096,0.02963,1,543,1,543,0
0.020095,0.02963,1,544,1,544,0
0.020094,0.02963,1,545,1,545,0
0.020092,0.02963,1,546,1,546,0
0.020091,0.02963,1,547,1,547,0
0.02009,0.02963,1,548,1,548,0
0.020089,0.02963,1,549,1,549,0
0.020088,0.02963,1,550,1,550,0
0.020087,0.02963,1,551,1,551,0
0.020086,0.02963,1,552,1,552,0
0.020085,0.02963,1,553,1,553,0
0.020084,0.02963,1,554,1,554,0
0.020082,0.02963,1,555,1,555,0
0.020081,0.02963,1,556,1,556,0
0.02008,0.02963,1,557,1,557,0
0.020079,0.02963,1,558,1,558,0
0.020078,0.02963,1,559,1,559,0
0.020077,0.02963,1,560,1,560,0
0.020076,0.02963,1,561,1,561,0
0.020075,0.02963,1,562,1,562,0
0.020074,0.02963,1,563,1,563,0
0.020073,0.02963,1,564,1,564,0
0.020072,0.02963,1,565,1,565,0
0.020071,0.02963,1,566,1,566,0
0.02007,0.02963,1,567,1,567,0
0.020069,0.02963,1,568,1,568,0
0.020068,0.02963,1,569,1,569,0
0.020067,0.02963,1,570,1,570,0
0.020066,0.02963,1,571,1,571,0
0.020065,0.02963,1,572,1,572,0
0.020064,0.02963,1,573,1,573,0
0.020063,0.02963,1,574,1,574,0
0.020062,0.02963,1,575,1,575,0
0.020061,0.02963,1,576,1,576,0
0.02006,0.02963,1,577,1,577,0
0.020059,0.02963,1,578,1,578,0
0.020058,0.02963,1,579,1,579,0
0.020057,0.02963,1,580,1,580,0
0.020056,0.02963,1,581,1,581,0
0.020055,0.02963,1,582,1,582,0
0.020054,0.02963,1,583,1,583,0
0.020053,0.02963,1,584,1,584,0
0.020052,0.02963,1,585,1,585,0
0.020052,0.02963,1,586,1,586,0
0.020051,0.02963,1,587,1,587,0
0.02005,0.02963,1,588,1,588,0
0.020049,0.02963,1,589,1,589,0
0.020048,0.02963,1,590,1,590,0
0.020047,0.02963,1,591,1,591,0
0.020046,0.02963,1,592,1,592,0
0.020045,0.02963,1,593,1,593,0
0.020045,0.02963,1,594,1,594,0
0.020044,0.02963,1,595,1,595,0
0.020043,0.02963,1,596,1,596,0
0.020042,0.02963,1,597,1,597,0
0.020042,0.02963,1,598,1,598,0
0.020041,0.02963,1,599,1,599,0
0.020041,0.02963,1,600,1,600,0
